,InocS_1,InocS_2,InocS_3,InocHypS_1,InocHypS_2,InocHypS_3,InocR_1,InocR_2,InocR_3
Eucgr.A01319.1,0,0,0,0,0,0,0,0,1
Eucgr.A02984.1,157,123,116,95,104,148,161,97,171
Eucgr.A02638.1,0,0,0,1,0,0,0,0,0
Eucgr.A01758.1,13,3,8,10,6,5,43,11,130
Eucgr.A01947.1,190,314,149,218,171,246,220,129,168
Eucgr.A00170.1,93,40,161,118,97,87,76,151,0
Eucgr.A01397.1,689,714,705,1554,1507,1735,2397,3783,2810
Eucgr.A01258.1,89,50,73,34,31,59,109,97,170
Eucgr.A02389.1,17,20,16,40,19,30,17,18,11
Eucgr.A02743.1,284,300,271,271,245,286,296,280,323
Eucgr.A02278.1,0,1,0,0,0,1,2,0,0
Eucgr.A02059.1,0,0,2,14,23,31,2,5,14
Eucgr.A01493.1,141,116,115,87,70,104,100,93,124
Eucgr.A01162.1,0,0,0,0,0,0,0,0,0
Eucgr.A02893.1,562,904,669,761,593,781,578,564,610
Eucgr.A00409.1,970,1716,1195,1978,1385,2068,1381,1317,1443
Eucgr.A02516.1,16,24,31,45,27,43,24,20,35
Eucgr.A00559.1,3,9,11,2,7,2,15,8,0
Eucgr.A02715.1,0,0,0,0,0,0,0,0,0
Eucgr.A00017.1,103,144,105,179,159,187,130,112,151
Eucgr.A02020.1,97,77,84,23,23,24,102,123,139
Eucgr.A00332.1,0,0,0,0,0,0,0,0,0
Eucgr.A00274.1,288,241,254,294,237,286,218,145,238
Eucgr.A00943.1,2,3,12,3,2,6,5,4,0
Eucgr.A02183.1,462,545,443,431,344,430,441,341,443
Eucgr.A02333.1,2,0,2,0,1,0,3,0,0
Eucgr.A02165.1,278,319,265,263,227,254,303,224,278
Eucgr.A02749.1,613,475,578,571,478,631,566,492,647
Eucgr.A02378.1,116,229,101,88,51,60,79,54,212
Eucgr.B02799.1,0,6,1,0,0,9,0,5,14
Eucgr.A02579.1,0,0,0,0,0,0,0,0,0
Eucgr.L00022.1,0,0,0,0,0,0,0,0,0
Eucgr.A01210.1,363,561,514,860,470,950,888,612,1159
Eucgr.A02830.1,6,0,6,6,4,17,0,0,0
Eucgr.A02875.1,63,19,53,1,8,7,16,31,28
Eucgr.A01661.1,162,154,142,82,86,192,198,147,229
Eucgr.A02867.1,159,321,285,460,309,372,193,262,260
Eucgr.A02653.1,572,265,335,100,175,191,383,385,286
Eucgr.A02671.1,432,1174,626,783,421,765,339,364,299
Eucgr.A01216.1,108,58,55,11,56,63,408,542,195
Eucgr.A01469.1,25,33,31,39,21,43,21,17,30
Eucgr.A01062.1,493,212,338,297,331,455,627,590,653
Eucgr.A00596.1,13,11,16,8,26,19,42,24,9
Eucgr.A02740.1,16,22,30,3,3,1,16,0,0
Eucgr.A00095.1,1056,902,1525,2066,1585,2161,2152,1704,3321
Eucgr.A02915.1,1423,1827,1589,1613,1321,1668,2917,2859,3119
Eucgr.A00877.1,181,215,223,664,442,869,252,398,884
Eucgr.A01895.1,15,16,18,21,15,29,15,4,17
Eucgr.A00681.1,0,0,0,0,0,0,0,0,0
Eucgr.A00936.1,876,140,971,769,899,1305,1644,2654,2858
Eucgr.A02468.1,3,3,4,10,4,2,4,7,6
Eucgr.A01105.1,290,396,338,578,545,559,717,639,670
Eucgr.A00457.1,324,0,255,0,2,0,2,7,13
Eucgr.A01561.1,285,278,293,372,244,370,204,199,198
Eucgr.L00029.1,28,109,32,56,55,69,91,99,148
Eucgr.A00301.1,0,0,0,0,0,0,0,1,0
Eucgr.A00809.1,34,46,35,13,6,26,47,19,80
Eucgr.A00250.1,330,410,337,353,273,360,226,175,322
Eucgr.A01827.1,4,2,3,2,0,0,1,4,3
Eucgr.A01405.1,7223,3434,7439,6598,5818,5843,1295,1249,2151
Eucgr.A01332.1,34,49,39,81,78,97,35,28,45
Eucgr.A00041.1,591,185,464,580,703,681,133,322,73
Eucgr.A01988.1,0,0,0,0,0,0,0,0,0
Eucgr.A01925.1,2,1,6,1,0,1,1,3,0
Eucgr.A02409.1,0,0,0,0,0,0,0,0,0
Eucgr.A02991.1,2617,3237,2998,3583,2547,3241,2482,2144,2366
Eucgr.A01766.1,0,0,0,0,0,0,0,0,0
Eucgr.A02119.1,887,784,897,891,688,844,963,998,975
Eucgr.A01108.1,138,134,130,201,144,175,175,206,210
Eucgr.A01723.1,2,0,0,0,0,0,0,0,0
Eucgr.A00844.1,28,23,25,35,19,57,19,60,19
Eucgr.A01900.1,185,95,133,550,559,805,879,1183,1020
Eucgr.A01930.1,0,0,1,0,1,1,0,0,0
Eucgr.A02111.1,244,281,246,187,156,217,192,177,294
Eucgr.A00704.1,0,1,1,0,0,0,0,0,4
Eucgr.A00654.1,22,22,22,3,10,7,32,16,40
Eucgr.A02966.1,1634,1913,1751,1986,1527,2161,1675,1319,1556
Eucgr.A00012.1,116,54,74,44,77,108,155,51,183
Eucgr.A00359.1,0,0,0,0,0,0,0,0,0
Eucgr.A01085.1,875,1538,887,4118,1865,4687,1055,3112,2720
Eucgr.A00293.1,5,0,3,4,6,1,7,5,2
Eucgr.A00764.1,1,41,3,28,27,41,2,4,16
Eucgr.A00891.1,51,50,62,3,4,2,73,40,53
Eucgr.A00958.1,0,0,0,0,0,0,3,2,2
Eucgr.B02717.1,4,0,2,0,0,0,0,0,0
Eucgr.A01742.1,55,57,38,61,33,84,29,37,53
Eucgr.A00030.1,0,4,1,0,0,0,2,0,0
Eucgr.H01885.1,0,0,0,0,0,0,0,0,0
Eucgr.A01200.1,197,74,183,280,376,560,441,1259,1240
Eucgr.A02486.1,17,6,8,23,17,27,17,17,23
Eucgr.A02173.1,70,102,94,42,51,51,144,187,124
Eucgr.A00901.1,0,1,0,0,0,0,0,0,0
Eucgr.A02535.1,2,2,4,1,1,1,5,2,6
Eucgr.A02352.1,1,1,2,4,12,5,27,17,110
Eucgr.A00525.1,0,0,0,0,0,0,0,0,0
Eucgr.A00325.1,0,0,0,0,0,0,0,0,0
Eucgr.B02778.1,611,214,372,69,231,114,1236,913,525
Eucgr.A02608.1,10,10,23,1,2,1,4,53,6
Eucgr.A02821.1,0,0,0,0,0,0,0,0,0
Eucgr.A02973.1,1,0,5,0,1,0,0,2,3
Eucgr.A02288.1,4,2,6,12,6,12,105,47,40
Eucgr.B02728.1,0,0,0,0,0,0,0,0,0
Eucgr.A00785.1,254,159,196,19,62,51,122,85,119
Eucgr.A02045.1,356,445,421,571,394,513,320,320,307
Eucgr.A01169.1,2524,3188,3170,4110,2960,4155,3111,2887,2810
Eucgr.A02262.1,59,49,50,4,2,5,52,13,23
Eucgr.A02855.1,39,652,76,1758,608,928,0,1,2
Eucgr.A02977.1,1,0,1,0,0,0,1,0,0
Eucgr.A01618.1,953,1328,1206,880,811,1015,2078,1439,2004
Eucgr.A02996.1,0,0,0,1,3,0,2,0,0
Eucgr.A00037.1,574,367,518,193,228,287,447,443,542
Eucgr.A02050.1,0,0,0,0,0,0,0,0,0
Eucgr.B02761.1,1011,652,836,1472,1254,2379,909,961,1763
Eucgr.A02233.1,297,676,378,292,156,399,83,63,57
Eucgr.A01548.1,1,0,2,1,1,0,0,0,0
Eucgr.A00156.1,0,0,0,0,0,0,0,0,0
Eucgr.L00054.1,0,0,0,0,0,0,0,0,0
Eucgr.A00869.1,0,2,0,0,0,0,0,0,0
Eucgr.A02524.1,0,54,0,0,0,0,0,0,0
Eucgr.A00971.1,1017,972,1245,1330,1324,1409,2253,2079,2070
Eucgr.A00513.1,806,472,1236,9,272,52,299,14,9
Eucgr.A02186.1,0,0,0,0,0,0,0,0,0
Eucgr.A02543.1,233,236,173,293,252,351,138,156,125
Eucgr.A02849.1,5,9,1,0,0,0,0,0,0
Eucgr.A02813.1,24,30,96,61,59,31,22,15,8
Eucgr.A01242.1,37,40,35,71,38,76,57,40,68
Eucgr.A02663.1,94,108,115,122,87,106,132,126,140
Eucgr.A01349.1,0,0,0,0,0,0,0,0,0
Eucgr.A02151.1,533,284,418,444,463,515,520,327,378
Eucgr.L01457.1,0,0,0,0,0,0,0,0,0
Eucgr.L01455.1,2,75,0,2,0,4,8,2,2
Eucgr.L01459.1,0,0,0,0,0,0,0,0,0
Eucgr.L03566.1,61,59,81,27,19,50,41,31,52
Eucgr.L01950.1,0,0,0,0,0,0,0,0,0
Eucgr.L01949.1,0,0,0,0,0,0,0,0,0
Eucgr.L01505.1,30,12,24,2,8,0,35,61,42
Eucgr.L01508.1,5,23,9,8,7,24,28,0,7
Eucgr.L01506.1,349,324,350,221,222,300,295,223,338
Eucgr.L01504.1,8,7,12,0,5,4,27,5,60
Eucgr.L01507.1,0,17,0,0,0,0,5,2,2
Eucgr.L01594.1,0,2,0,12,6,5,0,2,11
Eucgr.L01595.1,0,0,0,0,0,0,0,7,1
Eucgr.L02244.1,0,0,0,0,0,0,0,0,0
Eucgr.L01940.1,517,746,484,280,304,321,1061,630,836
Eucgr.L03005.1,378,369,285,656,416,797,277,250,427
Eucgr.L02679.1,3,0,2,0,6,0,3,8,12
Eucgr.L02946.1,1,0,0,9,28,19,0,0,27
Eucgr.L01151.1,1,0,0,0,0,0,1,5,0
Eucgr.L02626.1,74,86,92,135,75,152,66,110,58
Eucgr.L03112.1,0,0,0,0,0,0,0,0,0
Eucgr.L01349.1,14,104,6,178,172,153,22,54,155
Eucgr.L01348.1,1,0,2,6,3,2,1,4,0
Eucgr.L01351.1,0,0,0,0,0,0,0,0,0
Eucgr.L00360.1,1,3,3,1,3,6,0,0,47
Eucgr.L00359.1,0,0,0,0,0,0,0,0,0
Eucgr.L00361.1,117,179,199,163,111,204,233,223,218
Eucgr.L00355.1,10,3,8,5,7,13,2,1,0
Eucgr.L01050.1,22,0,24,1,0,0,0,0,2
Eucgr.L01049.1,0,7,2,5,1,6,8,0,7
Eucgr.L03029.1,0,2,0,29,26,16,0,4,0
Eucgr.L01172.1,1,1,3,6,0,3,1,0,7
Eucgr.L01171.1,7,31,6,1,0,1,13,10,1
Eucgr.L01175.1,200,168,206,38,44,51,1,13,14
Eucgr.L01173.1,3,10,3,0,0,0,6,4,1
Eucgr.L01177.1,15,13,12,4,1,5,9,18,32
Eucgr.L01174.1,1,0,0,0,0,0,3,0,0
Eucgr.L02055.1,0,0,0,0,0,0,0,0,0
Eucgr.L01990.1,1432,2011,1625,2094,1605,2066,1635,61,1340
Eucgr.L03135.1,38,0,46,41,32,46,0,0,16
Eucgr.L01955.1,16,27,17,10,6,17,40,21,3
Eucgr.L01953.1,0,0,0,0,0,0,0,0,0
Eucgr.L01954.1,0,0,0,2,0,0,0,1,0
Eucgr.L01956.1,0,0,0,0,0,0,0,0,0
Eucgr.L00943.1,4,20,8,5,2,1,13,7,3
Eucgr.L00944.1,0,0,0,0,0,0,0,0,0
Eucgr.L00941.1,27,141,64,519,464,806,22,17,15
Eucgr.L00939.1,0,6,1,7,3,7,0,1,0
Eucgr.L00942.1,80,93,102,99,87,74,70,44,78
Eucgr.L00947.1,0,0,0,0,0,0,0,0,0
Eucgr.L00935.1,0,0,0,0,0,0,1,0,1
Eucgr.L00946.1,4,11,8,7,2,5,3,9,5
Eucgr.L00938.1,0,23,0,6,2,9,0,0,0
Eucgr.L00936.1,6,2,2,21,9,31,10,2,9
Eucgr.L00945.1,3,0,0,0,0,1,0,0,0
Eucgr.L00937.1,397,5184,2295,36322,11723,20681,120,189,22
Eucgr.L01282.1,6,4,8,8,4,8,1,6,6
Eucgr.L01281.1,3,12,0,13,6,11,0,5,2
Eucgr.L01283.1,0,0,0,0,0,0,0,0,0
Eucgr.L01280.1,0,0,0,0,0,0,0,0,0
Eucgr.L01284.1,0,0,0,0,0,0,0,0,0
Eucgr.L01336.1,0,0,0,0,0,0,0,0,0
Eucgr.L01337.1,256,375,313,299,270,320,360,295,322
Eucgr.L01339.1,128,93,164,62,50,69,367,58,102
Eucgr.L01338.1,242,142,264,651,624,769,292,314,507
Eucgr.L01341.1,0,1,2,2,1,2,0,0,0
Eucgr.L01334.1,7,3,3,4,4,9,17,11,13
Eucgr.L03492.1,0,0,0,0,0,0,0,0,0
Eucgr.L03098.1,15,5,2,0,2,0,14,2,3
Eucgr.L03099.1,2,0,0,0,0,0,0,0,0
Eucgr.L02807.1,0,0,0,0,0,0,0,0,2
Eucgr.L02457.1,0,0,0,0,0,0,0,1,0
Eucgr.L02458.1,7,0,1,8,11,10,6,6,5
Eucgr.L02686.1,0,0,0,0,0,0,0,0,0
Eucgr.L02685.1,0,0,0,0,0,0,0,0,0
Eucgr.L02748.1,0,0,0,0,0,0,0,0,0
Eucgr.L01354.1,1,1,0,0,0,0,0,0,1
Eucgr.L01355.1,0,26,0,0,0,0,0,0,0
Eucgr.L01353.1,0,6,0,8,10,11,0,32,0
Eucgr.L02314.1,73,58,65,108,95,136,146,173,81
Eucgr.L03281.1,0,0,0,0,0,0,0,0,0
Eucgr.L03393.1,19,13,8,1,0,0,79,0,80
Eucgr.L01975.1,0,0,0,0,0,0,0,0,0
Eucgr.L01976.1,0,0,0,0,0,0,0,0,0
Eucgr.L01897.1,0,0,1,0,0,0,1,0,1
Eucgr.L01896.1,0,0,0,0,0,1,0,0,0
Eucgr.L01899.1,0,0,0,1,5,2,0,0,21
Eucgr.L03031.1,1,0,1,47,26,40,15,10,2
Eucgr.L03521.1,0,0,0,1,2,0,0,0,0
Eucgr.L01715.1,0,0,0,3,3,17,0,0,0
Eucgr.L01714.1,4,1,25,11,12,17,7,2,11
Eucgr.L01717.1,0,0,0,0,0,0,0,0,0
Eucgr.L03383.1,52,39,65,64,68,85,90,209,88
Eucgr.L03382.1,127,91,146,144,107,178,152,135,36
Eucgr.L00660.1,0,0,0,0,0,0,1,0,0
Eucgr.L00666.1,0,0,0,0,3,0,0,0,0
Eucgr.L00665.1,0,0,0,3,0,0,0,0,0
Eucgr.L00680.1,0,0,0,0,0,0,0,0,0
Eucgr.L00653.1,0,0,0,0,0,0,0,0,0
Eucgr.L00675.1,0,0,0,0,0,0,0,0,0
Eucgr.L00654.1,0,0,0,0,0,0,0,0,0
Eucgr.L00652.1,0,0,0,0,0,0,0,0,0
Eucgr.L00673.1,0,0,0,0,0,0,0,0,0
Eucgr.L00670.1,0,0,0,0,0,0,0,0,0
Eucgr.L00658.1,0,5,0,1,2,1,0,0,0
Eucgr.L00659.1,0,0,0,0,0,0,0,0,0
Eucgr.L00681.1,0,0,0,0,0,0,0,0,0
Eucgr.L00684.1,11,16,7,1,4,8,6,20,0
Eucgr.L00661.1,0,0,0,0,0,0,0,0,0
Eucgr.L00678.1,0,0,0,0,0,0,0,0,0
Eucgr.L00657.1,2,5,8,5,3,8,9,4,10
Eucgr.L00668.1,0,0,0,0,0,0,0,0,0
Eucgr.L02986.1,65,45,92,87,48,91,59,70,56
Eucgr.L01678.1,0,0,0,0,0,0,1,3,2
Eucgr.L01680.1,0,2,0,2,0,4,0,1,10
Eucgr.L01677.1,12,14,16,3,3,8,30,21,21
Eucgr.L01679.1,0,0,0,0,0,0,0,3,4
Eucgr.L02902.1,0,0,2,0,0,0,0,8,0
Eucgr.L03494.1,3,9,11,10,21,7,4,9,3
Eucgr.L01377.1,34,0,42,1,3,0,0,0,8
Eucgr.L01379.1,6,7,8,0,2,3,12,8,6
Eucgr.L02996.1,1,0,1,0,0,0,0,2,2
Eucgr.L01263.1,7,8,5,7,0,8,1,2,6
Eucgr.L01266.1,3,0,0,0,0,0,0,0,0
Eucgr.L01264.1,0,0,2,4,1,2,0,1,0
Eucgr.L00391.1,8,9,7,1,2,2,4,3,4
Eucgr.L00388.1,11,6,12,11,7,8,13,24,24
Eucgr.L00383.1,0,0,0,0,0,0,0,0,0
Eucgr.L00390.1,0,0,0,0,0,0,0,0,0
Eucgr.L01816.1,10,3,9,1,1,1,7,6,3
Eucgr.L02616.1,4,2,3,8,5,6,2,2,1
Eucgr.L02615.1,0,0,0,0,0,0,0,0,0
Eucgr.L00872.1,0,0,0,0,0,0,0,0,0
Eucgr.L00870.1,0,0,0,0,0,0,0,0,0
Eucgr.L00863.1,0,0,1,1,0,0,0,0,1
Eucgr.L00866.1,4,0,2,5,1,0,0,7,10
Eucgr.L00865.1,0,0,0,2,1,0,0,2,0
Eucgr.L02088.1,0,0,0,0,0,0,0,0,0
Eucgr.L00986.1,22,45,28,24,16,44,18,36,2
Eucgr.L00984.1,28,8,15,0,0,0,3,3,3
Eucgr.L00987.1,0,0,0,0,0,0,0,0,0
Eucgr.L00985.1,1,1,0,3,0,1,1,0,0
Eucgr.L02892.1,0,0,0,0,0,0,0,0,0
Eucgr.L03538.1,1,0,0,0,2,0,0,0,0
Eucgr.L02793.1,15,8,16,3,15,7,32,66,36
Eucgr.L02583.1,4,0,1,0,0,1,0,2,0
Eucgr.L02582.1,0,0,0,0,0,0,0,0,0
Eucgr.L02852.1,0,0,0,1,0,1,0,0,0
Eucgr.L00690.1,1,0,1,0,0,0,0,0,0
Eucgr.L03628.1,1,0,1,2,2,2,0,0,1
Eucgr.L03312.1,37,26,21,27,27,22,44,39,28
Eucgr.L02831.1,4,5,3,4,10,11,33,43,13
Eucgr.L02344.1,0,0,0,0,0,0,0,0,0
Eucgr.D01710.1,31,100,41,108,65,148,334,360,355
Eucgr.D02362.1,480,127,322,209,334,375,490,416,612
Eucgr.D01489.1,82,49,35,0,0,0,39,0,0
Eucgr.D02576.1,0,0,0,0,0,0,0,0,0
Eucgr.D00757.1,0,1,0,2,1,0,2,0,2
Eucgr.D01089.1,0,0,0,0,0,0,0,0,0
Eucgr.D02463.1,92,171,132,219,145,198,69,80,111
Eucgr.D01148.1,1,3,0,0,0,0,0,1,1
Eucgr.D00116.1,0,0,0,0,0,0,0,0,0
Eucgr.D00768.1,128,230,98,75,84,95,118,71,72
Eucgr.D00720.1,1844,3153,3583,1581,1939,1404,3732,6204,4089
Eucgr.D01960.1,34,15,50,56,49,45,142,118,84
Eucgr.D00824.1,1,0,1,0,0,0,0,0,0
Eucgr.D01308.1,128,140,110,84,70,71,31,28,41
Eucgr.D02625.1,23,7,8,0,1,1,19,17,10
Eucgr.D02312.1,897,979,931,1132,888,974,1453,1213,1721
Eucgr.D00466.1,0,0,0,0,0,0,0,0,0
Eucgr.D01325.1,33,72,59,0,0,0,17,13,8
Eucgr.D01161.1,0,0,0,0,0,0,0,0,0
Eucgr.D01293.1,297,255,401,496,401,475,329,389,619
Eucgr.D00281.1,2593,2580,3115,3243,2574,3509,3873,4246,4147
Eucgr.D00643.1,169,214,169,374,239,397,90,162,146
Eucgr.D00069.1,0,1,1,0,0,6,0,0,0
Eucgr.D00644.1,213,184,191,157,153,230,247,238,316
Eucgr.D01786.1,134,149,137,74,60,62,115,117,80
Eucgr.D02100.1,184,155,168,215,122,167,181,141,130
Eucgr.D00572.1,69,84,70,41,45,60,75,97,65
Eucgr.D00285.1,2,3,2,2,0,0,0,1,2
Eucgr.D01026.1,658,936,762,1119,821,1159,635,688,701
Eucgr.D00343.1,1255,326,1047,379,565,643,596,592,1035
Eucgr.D00816.1,817,1004,889,1042,660,911,323,331,524
Eucgr.D02356.1,14,4,11,1,3,11,90,76,26
Eucgr.D01170.1,22,31,29,34,25,51,58,59,49
Eucgr.D01737.1,18,49,42,305,217,328,45,56,195
Eucgr.D01335.1,4718,1722,4151,1408,1568,2754,5281,7273,7007
Eucgr.D02173.1,0,0,0,0,1,0,0,1,0
Eucgr.D02571.1,107,26,48,22,45,49,206,125,35
Eucgr.D00498.1,0,0,0,0,0,0,0,0,0
Eucgr.D00494.1,67,198,280,242,223,230,223,146,159
Eucgr.D01044.1,238,155,232,185,147,225,505,386,552
Eucgr.D00980.1,1,0,1,0,0,0,0,0,2
Eucgr.D01051.1,0,0,2,0,0,0,0,0,0
Eucgr.D01322.1,1487,461,1139,348,950,1133,7515,7373,13032
Eucgr.D02435.1,0,1,0,0,0,0,1,1,0
Eucgr.D01682.1,780,1752,1279,34,205,94,131,23,53
Eucgr.B00930.1,19,47,47,26,30,23,48,30,1
Eucgr.D02122.1,280,293,302,241,162,263,329,319,957
Eucgr.D02044.1,0,0,0,0,0,0,0,0,0
Eucgr.D02222.1,0,0,0,0,0,0,0,2,0
Eucgr.D02011.1,179,101,123,18,12,26,264,529,235
Eucgr.D01422.1,0,0,0,0,0,0,0,0,0
Eucgr.D02538.1,78,98,67,13,12,21,199,240,212
Eucgr.D00535.1,613,1010,808,703,552,885,1497,1530,2419
Eucgr.D01765.1,275,2158,594,2450,554,1462,540,1886,1929
Eucgr.D00437.1,202,440,302,909,467,731,46,425,239
Eucgr.D01307.1,310,397,305,413,266,446,263,280,287
Eucgr.D02296.1,668,218,874,219,280,282,548,328,552
Eucgr.D01731.1,4,1,2,2,0,6,0,2,3
Eucgr.D02275.1,0,0,0,0,0,0,0,0,0
Eucgr.D00970.1,0,0,0,0,0,0,0,0,1
Eucgr.D01059.1,0,0,0,0,0,0,0,0,0
Eucgr.D02333.1,499,559,515,331,356,481,434,394,589
Eucgr.D00954.1,1,2,0,2,5,4,1,3,0
Eucgr.D02186.1,451,302,445,87,166,105,64,42,110
Eucgr.D02120.1,169,182,207,208,190,213,279,307,301
Eucgr.D00637.1,1,1,0,1,1,0,3,3,2
Eucgr.D01500.1,0,0,0,0,0,0,0,0,0
Eucgr.D02594.1,963,904,843,1229,939,1311,1057,1130,1228
Eucgr.D01133.1,3,0,1,0,0,0,0,0,0
Eucgr.D00598.1,33,31,37,28,31,43,29,40,25
Eucgr.D02441.1,623,1041,667,837,570,864,456,521,706
Eucgr.D00335.1,369,392,281,451,244,492,194,173,328
Eucgr.D00297.1,0,0,0,0,0,0,0,0,0
Eucgr.D00701.1,0,0,0,0,0,0,0,0,0
Eucgr.D01550.1,0,6,0,0,0,0,0,0,0
Eucgr.D01878.1,1,0,3,2,4,18,0,17,29
Eucgr.D00005.1,61,59,49,51,41,53,71,81,112
Eucgr.L00113.1,0,0,0,0,0,0,0,0,0
Eucgr.D00887.1,0,0,0,0,0,1,0,0,4
Eucgr.D01696.1,16,28,25,30,33,67,137,89,121
Eucgr.D00319.1,3225,237,841,107,1371,532,6494,9842,5686
Eucgr.D00222.1,244,245,188,183,172,212,308,186,216
Eucgr.D00170.1,1,0,0,0,0,0,0,0,0
Eucgr.D01440.1,103,180,92,227,127,279,9,24,27
Eucgr.D01141.1,196,321,204,606,339,598,53,149,120
Eucgr.D00024.1,7,5,14,27,26,84,41,18,47
Eucgr.D01900.1,0,2,0,0,0,0,0,0,0
Eucgr.D02115.1,0,3,0,1,2,0,3,0,0
Eucgr.D01543.1,0,0,0,0,0,0,0,0,0
Eucgr.D01813.1,12,10,20,4,6,4,19,11,60
Eucgr.D01413.1,33,39,121,53,48,80,75,104,87
Eucgr.D01778.1,302,293,321,318,292,396,473,382,516
Eucgr.D02398.1,0,0,0,0,0,0,0,0,0
Eucgr.D02605.1,0,0,1,0,1,0,0,0,0
Eucgr.D01894.1,1,15,0,0,0,0,2,0,0
Eucgr.D02535.1,0,3,1,0,0,0,0,0,1
Eucgr.D02307.1,54,22,39,8,11,24,174,140,110
Eucgr.D01105.1,0,0,0,0,0,0,0,0,0
Eucgr.L00346.1,665,834,736,729,511,715,489,504,566
Eucgr.D01432.1,85,58,61,103,83,111,138,114,138
Eucgr.D01206.1,0,0,0,0,0,0,0,0,0
Eucgr.D01095.1,68,147,69,96,114,152,116,67,110
Eucgr.D02023.1,2480,1576,2204,2431,3016,3118,4019,3898,5365
Eucgr.D00776.1,12,19,16,2,4,7,0,6,16
Eucgr.D00381.1,0,1,0,0,0,0,7,0,7
Eucgr.D01069.1,1766,2106,1778,1648,1241,1644,1713,1373,1643
Eucgr.D00877.1,0,0,0,0,0,0,0,0,0
Eucgr.D02580.1,36,1,16,3,5,22,6,13,21
Eucgr.D01652.1,77,23,35,7,3,10,21,41,65
Eucgr.D01066.1,4,14,8,18,13,10,5,20,7
Eucgr.D00761.1,0,0,0,0,0,0,0,0,0
Eucgr.D01850.1,203,166,169,256,154,235,249,231,342
Eucgr.D01246.1,7,159,3,5,6,4,27,47,1
Eucgr.D01909.1,10,20,30,31,21,38,16,20,12
Eucgr.D02456.1,486,672,438,659,548,662,398,337,478
Eucgr.D01397.1,58,30,46,31,33,53,45,5,56
Eucgr.L00341.1,2,0,3,3,0,1,1,2,1
Eucgr.D00091.1,47,40,47,47,28,35,70,61,57
Eucgr.D02596.1,433,432,398,459,354,543,799,813,1271
Eucgr.D02248.1,1001,973,1039,807,1077,1330,1796,2453,2175
Eucgr.D02089.1,5760,6915,6316,7265,5316,6883,4979,3975,4888
Eucgr.D00246.1,82,125,95,208,151,204,83,67,142
Eucgr.D02364.1,1365,1769,1660,1611,1304,1556,467,543,614
Eucgr.D02084.1,0,0,0,0,0,0,0,0,0
Eucgr.D00105.1,0,0,0,0,0,0,0,1,0
Eucgr.D01361.1,1,1,0,1,0,1,0,0,0
Eucgr.D02210.1,72,109,96,91,55,97,92,61,98
Eucgr.D01137.1,1638,2012,1926,1962,1596,2182,1438,1533,1705
Eucgr.D00625.1,0,0,0,0,0,0,0,0,0
Eucgr.D00618.1,275,406,237,303,253,355,173,118,179
Eucgr.D02494.1,718,832,680,734,615,597,658,593,706
Eucgr.D01509.1,0,0,0,0,0,1,3,0,37
Eucgr.L00156.1,215,297,207,276,223,354,165,202,277
Eucgr.D00447.1,0,0,1,6,0,10,3,1,0
Eucgr.D00622.1,2,120,4,22,31,43,28,9,3
Eucgr.D01405.1,2,0,1,0,0,0,2,0,2
Eucgr.D01557.1,0,0,0,0,0,0,0,0,0
Eucgr.L00153.1,718,493,763,303,455,422,576,722,686
Eucgr.D01003.1,1,0,0,2,0,0,1,0,0
Eucgr.D01190.1,2,7,0,7,8,29,0,0,0
Eucgr.D01678.1,58,17,63,14,33,22,47,19,13
Eucgr.D01791.1,648,177,387,105,321,215,313,315,367
Eucgr.D00561.1,0,6,0,1,1,1,11,9,4
Eucgr.D00192.1,23,89,129,426,121,378,152,385,506
Eucgr.D02476.1,25,21,28,28,24,31,33,24,31
Eucgr.D02208.1,32,32,34,13,14,13,30,17,9
Eucgr.D01374.1,30,68,23,87,102,94,26,31,32
Eucgr.D01702.1,0,0,0,0,0,0,0,0,0
Eucgr.D00927.1,0,0,0,0,0,0,0,0,0
Eucgr.D00184.1,493,438,565,190,159,256,351,457,319
Eucgr.D00508.1,12,0,11,0,0,0,5,3,0
Eucgr.D00906.1,0,0,0,3,2,3,0,108,4
Eucgr.D00616.1,59,41,25,24,19,43,29,7,18
Eucgr.D02601.1,1,3,1,3,4,7,1,1,1
Eucgr.D01871.1,0,0,0,0,0,0,0,0,0
Eucgr.D02141.1,31,20,28,14,13,30,18,18,44
Eucgr.D01935.1,776,1143,1221,1779,1457,1878,465,526,633
Eucgr.D01882.1,0,10,1,27,22,25,1,1,0
Eucgr.D01918.1,6,6,13,0,1,1,7,5,3
Eucgr.L00160.1,5,4,3,48,24,55,16,0,12
Eucgr.D02010.1,0,0,0,0,0,0,0,0,0
Eucgr.D02388.1,0,0,0,0,0,0,0,0,0
Eucgr.D02243.1,0,0,4,1,3,4,0,0,1
Eucgr.D00477.1,261,239,182,89,98,111,349,259,381
Eucgr.D02618.1,276,215,239,171,177,292,557,370,478
Eucgr.D00791.1,1,6,16,21,15,22,30,152,10
Eucgr.D00613.1,367,373,522,38,120,71,105,129,132
Eucgr.D01241.1,0,0,0,1,0,0,0,3,0
Eucgr.D00306.1,315,460,446,288,239,335,440,395,420
Eucgr.D02127.1,5,4,7,7,8,12,0,3,8
Eucgr.D00422.1,89,74,68,222,165,365,172,417,178
Eucgr.D02565.1,23,16,15,15,19,29,47,22,17
Eucgr.L00105.1,0,0,0,0,0,0,0,0,0
Eucgr.D00553.1,4,1,5,1,0,0,93,24,37
